Track ID,Track name,Artist name,Popularity score,Release year,Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5lGTCv4PiLcEdyesQqcvkY,Discover,Chris Brown,39,2015,Discover,0.677,0.539,8,-6.754,1,0.0398,0.0223,0.0,0.126,0.443,115.96,4
6xE6ZWzK1YDDSYzqOCoQlz,Last Train to London,Electric Light Orchestra,69,1979,Discover,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,4
4agnjzu5UKVuxPAiq6gre8,Discovery,Chico Rocket,50,2021,Discover,0.83,0.499,9,-12.008,0,0.293,0.606,0.906,0.181,0.206,120.041,4
2F8mhprAH20PKf32agtk1d,Behind Blue Eyes,Limp Bizkit,42,2005,Discover,0.582,0.501,7,-6.151,1,0.0268,0.428,0.0,0.0953,0.0854,120.297,4
1NeLwFETswx8Fzxl2AFl91,Something About Us,Daft Punk,67,2001,Discover,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,4
1aknlWrNwSR5pngTqE5e2G,Discover New Arts - Radio Edit,GigglyCrazii,26,2023,Discover,0.804,0.774,7,-11.549,1,0.0733,0.000945,0.908,0.0851,0.291,128.021,4
7bdTJJIFyP3yHpVKYlSehm,Discovery Channel,Tom Field,38,2020,Discover,0.769,0.673,10,-9.372,0,0.158,0.158,0.000169,0.169,0.45,123.986,4
2LD2gT7gwAurzdQDQtILds,Veridis Quo,Daft Punk,68,2001,Discover,0.605,0.687,9,-13.928,0,0.045,0.479,0.949,0.104,0.12,106.896,4
2XxlqSRZWVQyKmtnrh7g6c,Discovering The Edge,Alto,36,2023,Discover,0.536,0.276,7,-13.297,0,0.0334,0.328,0.847,0.121,0.114,129.989,4
4435IXzAIDxcaZaUUKBDx6,Disco Inferno,Tina Turner,44,1993,Discover,0.736,0.733,1,-9.098,1,0.0306,0.162,8.74e-05,0.308,0.965,131.212,4
2VEZx7NWsZ1D0eJ4uv5Fym,Digital Love,Daft Punk,63,2001,Discover,0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,4
19T1rx8ywlVMOpxU9EY5VY,DISCOVERY,Tony Ann,44,2023,Discover,0.44,0.282,9,-17.416,0,0.0388,0.9,0.942,0.0889,0.236,175.486,3
6eB513QSHTWZNt88Y7ChnV,Discover,Elior,48,2021,Discover,0.665,0.183,8,-15.811,1,0.0386,0.84,0.953,0.11,0.395,137.39,4
7v9Q0dAb9t7h8gJOkcJHay,Face to Face,Daft Punk,60,2001,Discover,0.874,0.437,1,-10.235,0,0.0708,0.00134,0.0296,0.0293,0.962,117.791,4
4e90Bcke0qpQgedmcdFEgJ,Discoveries,amies,28,2022,Discover,0.694,0.129,5,-13.807,0,0.0329,0.704,0.859,0.125,0.0854,140.042,4
2fkAyGyTfOK5tlzKfn45PT,Discover,Sleep Fruits Music,36,2022,Discover,0.191,0.00878,3,-38.152,1,0.0438,0.861,0.933,0.102,0.0855,70.06,4
7cMFjxhbXBpOlais7KMF3j,Voyager,Daft Punk,60,2001,Discover,0.669,0.743,7,-11.488,1,0.0494,0.288,0.805,0.309,0.28,119.881,4
7beKg3ZvS92NBSwEB8A2TG,Discover,Chillboy,35,2022,Discover,0.484,0.0294,9,-21.504,1,0.0429,0.981,0.936,0.105,0.0807,75.407,4
3H3cOQ6LBLSvmcaV7QkZEu,Aerodynamic,Daft Punk,59,2001,Discover,0.624,0.911,7,-7.482,1,0.0524,0.329,0.861,0.0727,0.135,122.902,4
5FhR3iMNhjkDDJYvS6e2wP,Osaka Loop Line,Discovery,32,2022,Discover,0.707,0.492,9,-6.661,1,0.332,0.104,0.000107,0.159,0.632,155.908,4
0rSEI5s19aXoBiffYesjVb,Discover Dirt,Stanley Bravo,42,2023,Discover,0.752,0.55,6,-15.217,0,0.069,0.119,0.286,0.343,0.46,122.012,4
5zybCgAS5IZ5JlCxg8vQLv,Gangbang,Discovergray,48,2024,Discover,0.779,0.8,1,-9.221,1,0.0616,0.02,0.0,0.634,0.286,114.06,4
5KNnWbcj3IHAwECIez8cVt,Discover,k?d,24,2016,Discover,0.324,0.78,3,-3.178,1,0.0629,0.155,0.0,0.182,0.28,84.76,4
0VYk3nQU4ixUpCOAmqr17o,Discovery,Sappheiros,33,2024,Discover,0.483,0.546,5,-12.348,0,0.031,0.176,0.917,0.285,0.256,154.999,4
2dRTGOWjDE5pnZyH39Dgrd,Discover,Magic Sword,21,2015,Discover,0.606,0.764,7,-9.267,1,0.063,0.022,0.881,0.109,0.157,118.984,4
29dljceloiAgAeARUwZ3QC,Smile In Your Sleep,Silverstein,57,2005,Discover,0.433,0.952,4,-3.177,0,0.18,0.00301,1.6e-05,0.406,0.296,184.055,4
4bLd3uVbqWawnji0PUPKBb,Discover Life,Damir Yamm,36,2023,Discover,0.256,0.0646,2,-19.595,1,0.0486,0.977,0.844,0.109,0.0337,115.286,4
2GkJPhq5uDDEJNeT8EvaIh,Discover,Earle Scarborough,19,2022,Discover,0.651,0.612,10,-17.022,1,0.0396,0.000429,0.315,0.297,0.236,123.05,4
6vuPZX9fWESg5js2JFTQRJ,Crescendolls,Daft Punk,54,2001,Discover,0.697,0.75,5,-8.503,0,0.0721,0.0035,0.922,0.0889,0.937,124.048,4
5iZgvmPqcAlKxyGF3S1z6s,Discover the Universe,Fury Weekend,20,2023,Discover,0.405,0.989,1,-2.608,1,0.0665,5.8e-05,0.893,0.109,0.699,114.991,4
5AJ3mFqd5wZI2QBDyY6FXa,Discover,Terrence Brian,22,2023,Discover,0.781,0.807,9,-4.853,0,0.034,0.0987,2.44e-06,0.0969,0.905,125.993,4
2ma97O321FGfSDeYSET3P6,Discover,Mendel,18,2015,Discover,0.231,0.968,9,-4.396,0,0.114,0.00481,0.365,0.0907,0.0884,135.22,3
07x1wRDHfUcXBrzodCFyjb,Discovering The World,Cameron Vigano,48,2023,Discover,0.603,0.0149,4,-25.116,1,0.0557,0.996,0.969,0.0895,0.83,80.295,4
5fVnIk5pKHswnUX730Snm9,Spineless,Discoveries NC,15,2023,Discover,0.462,0.935,1,-8.51,1,0.0765,9.78e-06,0.0348,0.396,0.181,127.997,4
3jEr390uVjQAAbABJSEa3b,Discover,Tenzin Gyatso,21,2024,Discover,0.278,0.0597,6,-22.406,1,0.0648,0.939,0.884,0.116,0.134,135.637,3
63JXZZRbmzooashakb0zbu,Nightvision,Daft Punk,53,2001,Discover,0.491,0.186,0,-29.512,1,0.0321,0.845,0.916,0.109,0.457,119.883,4
5iUrmLGk7Fgb9Nti3BhiYC,Discover,frozen fox,16,2022,Discover,0.488,0.224,7,-15.203,1,0.0405,0.343,0.939,0.104,0.0842,150.017,5
5bO33fxvcGqZp7Pw3zIQsj,Discovery,AK,44,2017,Discover,0.576,0.324,1,-12.885,0,0.0381,0.902,0.924,0.101,0.132,155.05,4
2IZIj5RODqcc55EwAkpHOH,Pair A Dice,Discovery Zone,25,2024,Discover,0.717,0.504,1,-7.337,0,0.0327,0.132,0.0115,0.0724,0.822,118.177,4
2XPQL933efyPxtcgmQ6RAl,Discover,Tommy Berre,16,2021,Discover,0.552,0.141,2,-14.145,1,0.0494,0.975,0.86,0.0921,0.273,124.109,4
186hvCTyrni4KT9nwIQ7zS,Superheroes,Daft Punk,52,2001,Discover,0.619,0.74,11,-8.204,0,0.0789,0.00409,0.00356,0.102,0.674,140.874,4
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,74,2020,Rock,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,4
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,82,2018,Rock,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),Post Malone,80,2018,Rock,0.585,0.52,5,-6.136,0,0.0713,0.124,7.75e-05,0.131,0.129,159.798,4
01prGWjCTxKBxJc400zwvQ,Rockstar - Extended,LISA,70,2024,Rock,0.645,0.688,1,-4.799,1,0.043,0.0606,1.4e-06,0.0601,0.587,139.957,4
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,81,2024,Rock,0.668,0.628,8,-4.692,1,0.046,0.129,0.0,0.0293,0.568,140.053,4
50KucaDoVIZ6Uhyt52gNbQ,Rockstar,Los Master Plus,61,2024,Rock,0.674,0.707,7,-5.26,0,0.0442,0.534,1.24e-06,0.0752,0.958,175.294,5
7sdHMJvhKib3ReVPsZFbrf,Rock N Roll,Ken Carson,67,2021,Rock,0.673,0.571,1,-7.631,1,0.0488,0.0737,0.0,0.117,0.042,141.957,4
7ciVVd4JFgUb5D38mMCkIA,rock your hips,310babii,66,2024,Rock,0.866,0.759,11,-6.55,0,0.221,0.047,0.0,0.102,0.762,104.997,4
64Wx8rvZgTwXgoVrapW1mj,Rockstar - Instrumental,LISA,62,2024,Rock,0.769,0.453,8,-6.89,1,0.106,0.0203,0.0314,0.06,0.288,139.987,4
3fvY2U1AzW0diYF0hnBbKt,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,56,2018,Rock,0.724,0.759,9,-3.996,0,0.0542,0.412,0.0,0.437,0.765,101.946,4
7grL80WBzT5yxhpTkXIvJe,Rockstar - Sped Up,LISA,61,2024,Rock,0.585,0.558,11,-10.751,1,0.138,0.229,0.000391,0.0612,0.634,175.055,4
6YOfGIE6iFxC7G8OlGGvzW,ROCKSTAR,Junior H,81,2023,Rock,0.761,0.658,11,-7.188,1,0.0429,0.292,1.55e-06,0.137,0.895,125.036,3
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,71,2019,Rock,0.215,0.203,5,-12.65,1,0.0346,0.968,0.0585,0.0923,0.143,78.287,1
19bX4zmC2zDben2ldhoRB3,rockstar,Post Malone,52,2018,Rock,0.595,0.507,5,-6.141,0,0.0812,0.145,0.000871,0.132,0.137,159.729,4
56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,The Clash,70,1982,Rock,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,4
6n9yCXvLhnYMgJIiIcMu7D,Rockstar,Nickelback,63,2005,Rock,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,4
30UFKKWSOC2Xr6KfWcyvsI,ROCKSTAR (feat. Roddy Ricch),DaBaby,51,2020,Rock,0.507,0.705,11,-8.064,1,0.248,0.234,0.0,0.111,0.46,89.772,4
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,LMFAO,68,2011,Rock,0.75,0.727,5,-4.21,0,0.142,0.0188,0.0,0.266,0.359,129.992,4
1qzY5ylnKRI3RzkMfEfBcb,Rocky Theme,Gonna Fly Now,45,2014,Rock,0.328,0.969,5,-3.591,1,0.121,0.0082,0.926,0.224,0.322,97.417,4
45sDIKapDyxPl307QpEAwl,Rocketeer,Far East Movement,65,2010,Rock,0.664,0.845,4,-6.115,0,0.0462,0.181,0.0,0.267,0.357,96.005,4
1TE8AAk9koG0UJco6ZAUfx,Rock and A Hard Place,Bailey Zimmerman,77,2023,Rock,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3
1ATZfYmZOcm24vl5oQtPdC,"Roots, Rock, Reggae",Bob Marley & The Wailers,68,1976,Rock,0.855,0.473,11,-9.846,0,0.146,0.0719,2.71e-05,0.0795,0.682,139.175,4
2Q5wSOwq6BDSu7sSVMNrtT,Rock Lobster,The B-52's,59,1979,Rock,0.592,0.882,8,-8.315,1,0.0468,0.00884,0.0155,0.0506,0.442,92.157,4
7uNnlVit5qDvfOje0pqICF,Tum Ho,Mohit Chauhan,69,2011,Rock,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895,4
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justin Timberlake,79,2002,Rock,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,4
5EOoMWIB9iK4ZpcSex9Ec7,Old Time Rock & Roll,Bob Seger,73,1978,Rock,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,4
5QSiHPOYNCmpbwwMQyOGA6,Rocky Top,The Osborne Brothers,45,2008,Rock,0.549,0.673,11,-5.373,1,0.0296,0.0763,0.000231,0.331,0.923,156.814,4
58XWGx7KNNkKneHdprcprX,Rock You Like A Hurricane,Scorpions,69,1984,Rock,0.482,0.617,4,-12.931,0,0.0458,0.00543,0.000146,0.284,0.718,125.697,4
3LcfOGrnhpaPgOy7221VcB,Munajat Cinta,The Rock,63,2007,Rock,0.628,0.668,7,-6.915,1,0.0257,0.0196,0.000102,0.0769,0.833,74.994,4
0N0h5lXc4HOiLgGb9EZi8m,Rocking A Cardigan in Atlanta,lil Shordie Scott,57,2022,Rock,0.803,0.64,1,-4.721,1,0.151,0.583,0.000331,0.437,0.816,140.073,4
36YCdzT57us0LhDmCYtrNE,Rockin’,The Weeknd,60,2016,Rock,0.738,0.885,9,-5.547,0,0.206,0.0133,0.0,0.0821,0.752,112.878,4
4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,Bobby Day,55,1958,Rock,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,4
753KutoAy00apPsplMRetG,Let There Be Rock,AC/DC,63,1977,Rock,0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364,4
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,76,1979,Rock,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4
4xUtTQuVT6UBF76SPsgOsr,RoCKSTAR 2.0,Duki,61,2023,Rock,0.545,0.738,2,-7.715,1,0.0478,0.0522,0.0,0.283,0.3,84.961,4
0So2sgVa8aJiARPl2P29u2,Pope Is a Rockstar,SALES,65,2016,Rock,0.725,0.446,4,-8.958,0,0.0287,0.85,0.243,0.107,0.311,90.024,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,80,1972,Rock,0.601,0.532,10,-9.119,1,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,4
7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,71,1976,Rock,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,4
5lGbPQlAf985dbQwKs3SeU,Rock-a-bye Baby,Adam Hart,63,2022,Rock,0.592,0.0827,5,-30.577,1,0.0389,0.984,0.879,0.118,0.448,64.297,4
5qiIxojpo8YTFgOOcDuOaB,Rock This Party (Everybody Dance Now),Bob Sinclar,69,2006,Rock,0.893,0.823,5,-3.708,0,0.122,0.0722,0.0,0.0515,0.901,128.011,4
0DfG1ltJnZyq4Tx3ZLL7ZU,Rock Me Amadeus,Falco,63,1985,Rock,0.61,0.817,4,-9.45,0,0.133,0.296,0.00336,0.0884,0.89,176.735,4
1zARHKo3tPfw3msYMlF7vY,Rock a Bye Baby,Nursery Rhymes 123,61,2016,Rock,0.633,0.0789,5,-18.18,1,0.0309,0.987,2e-05,0.0839,0.296,89.931,3
2AmEv442DGwSxMGZ9XEvBA,Rock Of Ages,Def Leppard,61,1983,Rock,0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.893,4
3NEgsdTwk3tIjt6x4d2VzE,Rock-a-Bye Baby,CoComelon,62,2020,Rock,0.715,0.217,5,-10.499,1,0.0319,0.822,0.0,0.102,0.509,119.902,3
1kcV2LJxt5v0s2cEGtEJ5i,Phir Se Ud Chala,Mohit Chauhan,66,2011,Rock,0.647,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965,4
3oyByfBYegVEDwYyqx9pRd,Don't Rock the Jukebox,Alan Jackson,63,1991,Rock,0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502,4
37s8uwIjw72XfMseKJXNOO,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,62,2018,Rock,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,4
3E73eFyGL6v10qlK3jiLyR,Rocky,Still Woozy,56,2021,Rock,0.737,0.517,11,-9.415,0,0.0776,0.512,0.00574,0.109,0.525,101.095,4
4fy6HNnu1XXq2j1Y56EP2H,rockstar - Remix,Post Malone,46,2017,Rock,0.674,0.588,7,-5.506,0,0.131,0.181,1.49e-06,0.131,0.208,159.926,4
0f0SbtoKGe41cX5LzlnX6X,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,68,2023,Rock,0.9,0.725,5,-6.213,0,0.135,0.179,0.00101,0.0791,0.791,100.015,4
4TFqv1O8E4AZsveCHM3FrQ,Dance Dembow Electronico,DM PRODUCER,21,2023,Dance/Electronic,0.86,0.807,2,-7.291,0,0.0465,0.00112,3.19e-05,0.0784,0.987,108.01,4
2wMGhc9BFKqVtTs8ZyjYIw,DANCEPARTY.,Oblé Reed,37,2023,Dance/Electronic,0.623,0.613,8,-7.113,1,0.196,0.108,0.0,0.12,0.366,135.971,4
3ef4yv8nbrGfHK5gcG8in5,Electronic dance,Nantanee be,14,2024,Dance/Electronic,0.644,0.697,4,-17.813,0,0.0501,1.2e-05,0.945,0.126,0.487,128.089,3
0ikYNIuP6zO8eTxEAeWgOR,IMYSM,San Holo,26,2023,Dance/Electronic,0.51,0.788,7,-4.318,0,0.0541,0.0182,0.00496,0.0683,0.377,125.928,4
0sNux0LQFsNwqV5d1Pbljr,Shuffle Dance,La Mejor Música Electrónica,27,2020,Dance/Electronic,0.844,0.671,1,-6.759,1,0.0627,0.0719,0.131,0.348,0.506,124.014,4
3PdtEsMaZIfuwZTV0vQOXI,dance vol.2,jomarz,25,2023,Dance/Electronic,0.762,0.894,0,-13.947,0,0.0461,2.85e-05,0.867,0.128,0.68,130.994,4
0k6DblSGqOZSEB1yvNbRcA,Electronic Dance,Seraphic Sound,19,2023,Dance/Electronic,0.767,0.328,1,-21.459,0,0.167,0.107,0.0,0.658,0.544,99.488,4
1PBMFTMl6Rvp7ydYeZWbrO,Fast Dancing,Electronic Music Exploration,10,2023,Dance/Electronic,0.739,0.832,0,-13.437,1,0.269,0.0046,0.948,0.212,0.136,157.587,4
3hKwgPKqfjeHrHHawdYVgs,Bestfriend,Sun-El Musician,40,2021,Dance/Electronic,0.657,0.526,5,-13.054,0,0.0334,0.2,0.655,0.106,0.0382,115.981,4
1YjUzpZjY2I7BkFuSUQfpN,Solo Dance,Martin Jensen,22,2017,Dance/Electronic,0.743,0.826,9,-2.927,1,0.0491,0.0431,0.0,0.202,0.374,114.996,4
3pXQOgmtcy2AVysJuXKsxP,Dance (To Save Your Soul) - Electro Swing Radio Mix,Swing Sonix,26,2024,Dance/Electronic,0.806,0.828,10,-4.008,0,0.19,0.361,0.0,0.0453,0.572,114.936,4
3s5hlsJB3pRB1tI0emzx2l,Desert Dance,Pharonic Electronic,15,2020,Dance/Electronic,0.773,0.863,5,-8.278,1,0.0391,0.0516,0.798,0.189,0.91,100.016,4
2dNLDlWXC9S1fWMy4rekFF,Electronica,MELVV,20,2024,Dance/Electronic,0.622,0.937,8,-1.645,1,0.0468,0.0131,0.172,0.209,0.932,150.009,3
2iTSnwsI4JzGvv5pV7AV75,Dance Party,Vicky Ned,6,2023,Dance/Electronic,0.492,0.325,11,-26.272,0,0.0328,0.395,0.858,0.122,0.421,130.095,4
7u3Q47y6tnb9h46LeETkCW,Dance,BANTALISTIC,8,2024,Dance/Electronic,0.701,0.662,8,-7.72,0,0.0308,0.0102,2.82e-06,0.131,0.301,128.016,4
03624PdgKK1GEQLqvUBPef,Higher,Sun-El Musician,30,2021,Dance/Electronic,0.738,0.754,10,-13.799,0,0.0432,0.269,0.857,0.0514,0.0864,118.002,4
7zYmyzOGZP0jeGMKg5nVKW,Electroactive Anthem,Electronic Music Exploration,14,2023,Dance/Electronic,0.569,0.811,0,-6.908,1,0.028,0.2,0.975,0.306,0.566,121.188,4
3WGhi0wNzRnyKFyPFM0CLa,Dance With Me,Ricardo Padua,11,2015,Dance/Electronic,0.537,0.827,5,-5.024,0,0.085,0.0701,1.59e-06,0.12,0.264,124.993,4
7Ja3FmV5u8ar6okJGG9Cud,Electrodynamix,Player One,23,2023,Dance/Electronic,0.707,0.734,7,-7.109,1,0.0404,0.082,0.804,0.0585,0.47,95.005,4
7EG4xq73Wx45mKYZLznMuu,Requiem Aranea - Electronic Dance Remix,Yoshihisa Hirano,15,2012,Dance/Electronic,0.496,0.787,4,-7.573,0,0.0419,0.00867,0.218,0.119,0.349,135.967,4
64vkJEO7iBHJ8SqKkinEqn,Levels (Dance Workout Mix),Workout Buddy,18,2016,Dance/Electronic,0.594,0.858,1,-5.018,1,0.146,0.00271,0.124,0.222,0.48,149.946,4
15zq93V9Hao11448S09Q9V,I Need to Know Now Can You Love Me Again,Nick Dan,25,2014,Dance/Electronic,0.527,0.806,2,-5.354,0,0.0329,0.451,0.000131,0.112,0.312,126.083,4
3SzmoiHQLY3wYqDWurVWTO,Electropleasure,Electronic Music Exploration,10,2023,Dance/Electronic,0.711,0.51,1,-13.292,1,0.217,0.321,0.608,0.0759,0.306,125.359,4
6hVIFwL3IsdvWm29gj7aWX,george soros electronic dance music 2023,Shadow Wizard Money Gang,12,2023,Dance/Electronic,0.509,0.894,1,-6.1,1,0.363,0.0063,0.889,0.0974,0.427,160.153,4
02AVypCiRevXOP50Lcttsg,Dance Revolution,LEVIG,23,2024,Dance/Electronic,0.786,0.64,0,-8.039,1,0.169,0.0202,0.0,0.184,0.755,149.969,4
17ZUJzXCizcWKNu8Ecxx2P,Party Rock Anthem,The Floor Fillers,14,2015,Dance/Electronic,0.758,0.685,5,-6.581,0,0.0658,0.0138,2.14e-06,0.108,0.587,130.012,4
5FkMvW19uQumN7rY1L07dC,Techno Electro,Electronic Music Exploration,14,2023,Dance/Electronic,0.683,0.702,0,-6.353,1,0.0273,0.15,0.876,0.0995,0.91,105.283,4
0pQzD9CzL2xzDir5efA8EH,Electronic Brain,Icon,16,2014,Dance/Electronic,0.755,0.981,9,-9.931,0,0.0546,0.0156,0.858,0.161,0.778,161.99,4
3dIDUfhOmtauLD1sf8YWsP,Dance Catharsis,VAPERROR,9,2023,Dance/Electronic,0.647,0.586,10,-10.918,0,0.0503,0.00373,0.309,0.098,0.918,125.001,4
3q8laQ5NGEkh4vrW9Pq7ym,What We Called Love - Monkey Safari Remix,Illy Noize,10,2013,Dance/Electronic,0.795,0.609,4,-11.58,1,0.0787,0.0028,0.713,0.0766,0.15,123.996,4
5HhFhgDDBS8L37Xv92gAjf,Tenderelectro,Electronic Music Exploration,14,2023,Dance/Electronic,0.213,0.222,1,-12.092,0,0.0385,0.0225,0.671,0.105,0.667,81.601,4
1rFa8xgswxO9Doef2XkGlW,Hello - Nevins Electronica Mix,Poe,10,2007,Dance/Electronic,0.744,0.741,9,-8.508,1,0.107,0.0262,0.164,0.132,0.545,92.873,4
77jY0lvfBQt47WPMZvPZe0,Dance Until the Morning,Transient,15,2023,Dance/Electronic,0.662,0.735,10,-5.731,0,0.0343,0.0201,0.469,0.0996,0.332,117.977,4
0FHnfONBcymQYHRfdO18n7,Woza,Sun-El Musician,25,2021,Dance/Electronic,0.732,0.858,5,-12.327,1,0.0655,0.194,0.886,0.0707,0.0398,119.996,4
6tdqFkeP68k9Q0dcgBQFs9,Electricity (Clean Workout Mix),Workout Music ,7,2021,Dance/Electronic,0.764,0.9,1,-5.28,1,0.105,0.000936,0.00801,0.0303,0.542,128.02,4
694rF3tqxopLWpJYkj3a7g,Bailando (Tener Contigo) [feat. Gente de Zona],Descemer Bueno,29,2013,Dance/Electronic,0.76,0.616,4,-8.015,0,0.0895,0.0791,8.82e-06,0.0516,0.966,90.886,4
4lZhdy3xN1gYmYcDKlZs9y,Electro Dance Mix,EDM MUSIC,9,2021,Dance/Electronic,0.679,0.829,6,-9.721,0,0.0483,0.0261,0.0705,0.358,0.361,125.091,4
1ybfmMU24I9nMYpA9kT9uW,Oppa Gangnam Style,Zed Poison,34,2013,Dance/Electronic,0.692,0.94,11,-3.271,0,0.34,0.0127,0.0,0.13,0.561,132.021,4
0ghAUGZZ54QxShe592XjN0,The Ex Pop,Electronic Music Exploration,10,2023,Dance/Electronic,0.801,0.532,3,-10.793,0,0.11,0.0192,0.922,0.102,0.435,152.611,4
0ckqtTcd4u8x0FqUT4OS4r,Roses (Imanbek Remix),Vermillon League,11,2021,Dance/Electronic,0.859,0.661,8,-9.054,1,0.0561,0.0463,0.000584,0.262,0.958,121.974,4
3alCfLmUBo9n05L1hJZlaF,Ryan’s Groove,Electronic Music Exploration,10,2023,Dance/Electronic,0.691,0.377,5,-13.226,1,0.0433,0.000132,0.919,0.0711,0.461,125.388,4
0TcSj5ruxbznWVOO9Gp6ZQ,Symphony No. 5 (Remix) [Beethoven's Fifth Symphony] [Sexy Party Style Electronic Dance House Pop],Blue Claw Philharmonic,21,2013,Dance/Electronic,0.724,0.811,0,-10.458,0,0.0446,0.00917,0.078,0.104,0.834,127.948,4
1r4583Lh7gYRckZVLxBgCe,Dance MF,CARV,29,2023,Dance/Electronic,0.496,0.993,9,-6.787,1,0.121,8.07e-05,0.813,0.125,0.067,152.005,4
7HxdUyrNKCm2cmiviSdJ9j,Dance,Deligah Grier Publishing,2,2024,Dance/Electronic,0.678,0.957,5,-6.503,0,0.062,0.0,0.872,0.0505,0.551,120.006,4
4FjZU4AzN2G7C0Nt1yI1Ls,Dance,Araatan,6,2016,Dance/Electronic,0.848,0.446,5,-9.088,1,0.217,0.0109,0.805,0.103,0.207,91.701,4
7b11tAOijes3cO6FLM3cNq,Dance 2 The Moment,Robotics,30,2023,Dance/Electronic,0.516,0.981,7,-2.971,1,0.148,0.00872,5.8e-05,0.321,0.247,97.461,4
524VkPCnAobR6WZe5MFH9K,Crypto Dance,La Mejor Música Electrónica,7,2024,Dance/Electronic,0.768,0.902,2,-6.24,1,0.0473,2e-05,0.887,0.0853,0.673,142.992,4
07HA5rDni4lkV1uWMQVLcZ,Electronic Ecstasy,CROMHI,17,2024,Dance/Electronic,0.724,0.876,10,-9.698,0,0.0584,0.007,0.817,0.202,0.94,124.039,4
4pMDbMQR19iAcGAmMAErK5,Sexy and I Know It,Becksy,31,2015,Dance/Electronic,0.753,0.931,7,-4.826,1,0.115,0.0429,0.0,0.572,0.713,129.976,4
5YGa7VWnsimeH06UaF2rLy,Dead of Night,Dance With the Dead,13,2017,Dance/Electronic,0.451,0.954,9,-6.578,0,0.0326,1.63e-05,0.918,0.125,0.54,139.992,4
2m9Wcmj5ltiLoyX0FJnnL9,In the car,Mathias Duplessy,3,2008,In the car,0.627,0.175,2,-17.825,1,0.0533,0.915,0.061,0.128,0.291,120.016,3
5NnyvAE3OLT7jQ59pqapOP,PUT EM IN THE FRIDGE,Peso Pluma,61,2024,In the car,0.859,0.844,7,-6.248,0,0.0996,0.311,7.01e-06,0.162,0.659,99.987,4
22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),Noah Kahan,82,2023,In the car,0.669,0.606,8,-7.193,1,0.0292,0.124,0.0,0.112,0.69,112.108,4
4JlHYmxAyD4QYm9glnZrFG,Ridin’ in the Car,Music Together,46,2007,In the car,0.762,0.507,11,-10.795,1,0.0437,0.613,2.21e-05,0.17,0.847,102.617,4
2q3mhShO6vsCIvx3s6ADvu,In the car,Roku To Shichi,0,2018,In the car,0.308,0.868,9,-5.495,1,0.0986,0.000473,0.568,0.114,0.241,81.8,4
