Track ID,Track name,Artist name,Popularity score,Release year,Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6Se74aLQWLjOsVvg5GRQY7,Somebody New,charlieonnafriday,47,2024,New Releases,0.637,0.552,8,-7.907,1,0.324,0.179,0.000272,0.109,0.283,126.688,5
6VKwfejHnDBQW10bbd2mIZ,Background Chill Music Beat,New Releases,4,2023,New Releases,0.601,0.369,7,-16.986,0,0.0423,0.221,0.951,0.118,0.137,91.048,4
2fOko7shjOekm2VbmnZRcJ,Anabelle,Shaboozey,44,2024,New Releases,0.73,0.803,4,-5.497,0,0.0397,0.155,0.000753,0.184,0.428,120.967,4
2dBwB667LHQkLhdYlwLUZK,Summertime Sadness,Lana Del Rey,67,2012,Summer,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,4
1UVg2llYjfc1sil4idS8NB,Shiesty Summer,Pooh Shiesty,66,2019,Summer,0.827,0.582,1,-6.896,1,0.229,0.279,0.0,0.0906,0.651,140.0,4
0jcw8cJf3TNMZN0BXlueML,Hell N Back (feat. Summer Walker),Bakar,78,2023,Summer,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,4
20XdEFyaUR9C7aDIdq2OAd,Summertime,DJ Jazzy Jeff & The Fresh Prince,64,1991,Summer,0.677,0.539,7,-14.439,1,0.063,0.0455,1.84e-06,0.845,0.469,95.116,4
3LfHBTYZBTqmz43tvVXJBd,Deep,Summer Walker,73,2018,Summer,0.646,0.335,3,-9.915,0,0.247,0.626,1.3e-05,0.107,0.419,167.927,4
2Fyjjpg03fn7n5cj0Qm380,Karma,Summer Walker,70,2018,Summer,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03e-05,0.287,0.152,113.847,4
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,85,2014,Summer,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4
0ZDwhNFZnPx9EIPCcwGUHC,Hell N Back (feat. Summer Walker),Bakar,78,2023,Summer,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,4
7aVKQJZwdqyEPkvKSyEuxj,Baby,Summer Walker,65,2018,Summer,0.548,0.461,9,-10.17,0,0.0397,0.754,0.0522,0.11,0.64,84.723,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,82,1984,Summer,0.509,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.13,4
3SeDS5sSoWnwAZvVgkdKzf,Better in the Dark,Jordana,77,2021,Summer,0.678,0.64,9,-7.486,1,0.0268,0.283,0.00067,0.682,0.701,90.058,4
4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish Gambino,61,2018,Summer,0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,4
01UYpHuzHi4eB9PAbDoPY2,Summer Breeze,Seals and Crofts,63,1977,Summer,0.49,0.581,5,-6.566,1,0.0387,0.553,0.0177,0.0764,0.318,88.719,4
5PmtPTXrLqgqQfqngsUqZp,summer&cigarettes,sammy rash,60,2021,Summer,0.834,0.402,5,-10.277,0,0.072,0.76,0.0,0.279,0.684,122.008,4
4cKtn8Shw999egpwBmWQmp,Summertime Sadness,Lana Del Rey,48,2012,Summer,0.565,0.647,1,-6.789,0,0.0334,0.0456,0.0,0.121,0.216,111.931,4
08SB2OtZkaliju77WYEKxk,No Love (with SZA),Summer Walker,73,2021,Summer,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,4
7B1c8GzIeRVfuU7pqgmBaR,BP,Summer Walker,58,2018,Summer,0.355,0.311,8,-11.543,1,0.104,0.729,5.11e-05,0.206,0.227,75.849,1
6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,74,2013,Summer,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4
3NxWJWftvkstyxvb1pZlFo,Teeth,5 Seconds of Summer,75,2020,Summer,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47e-06,0.0741,0.43,139.007,4
5Tp4UJvnsF4Zd05k0zXUte,CPR,Summer Walker,60,2018,Summer,0.693,0.369,7,-12.683,0,0.175,0.637,0.00335,0.0951,0.141,140.148,4
2gNjmvuQiEd2z9SqyYi8HH,Summertime,Ella Fitzgerald,62,1958,Summer,0.175,0.0695,6,-21.295,0,0.0345,0.916,0.00199,0.137,0.0998,167.004,5
0t2q2c43AATY4z1GI883Be,Summer 2020,Jhené Aiko,51,2020,Summer,0.401,0.485,6,-10.787,0,0.216,0.831,0.000292,0.0907,0.54,169.949,4
2AVkArcfALVk2X8sfPRzya,Summer Nights - From “Grease”,John Travolta,69,1978,Summer,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,4
08OHurCTftTHPuRz0S7zdg,Summer Night,Ahzura,62,2021,Summer,0.165,0.00611,7,-36.87,1,0.0448,0.994,0.961,0.105,0.0428,130.56,3
3pcxxaUxAMSfz2zgetHydD,Insane,Summer Walker,56,2021,Summer,0.39,0.607,3,-8.056,1,0.303,0.632,0.000162,0.138,0.347,161.625,4
2uMqG8w8oi09fB2YA2QLOm,Summer Madness,Kool & The Gang,58,1974,Summer,0.298,0.327,6,-16.515,0,0.031,0.00834,0.86,0.0724,0.454,175.898,4
11xeawurZXUDqRPxCasaDt,Jamie (feat. Charles Wesley Godwin),Zach Bryan,67,2022,Summer,0.425,0.31,4,-7.545,0,0.0327,0.733,0.0,0.106,0.249,119.196,5
77ZnKnZvitYTwGNWshn53V,Summer Time High Time,Cuco,55,2018,Summer,0.528,0.671,2,-3.945,1,0.0355,0.0435,1.74e-05,0.125,0.581,112.934,4
7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,The Lovin' Spoonful,64,1966,Summer,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,4
3SEZEyvEALlomED5xFeqOs,summer depression,girl in red,63,2018,Summer,0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,4
7pQAGG3OhXuYZrEh8nUCbi,Me,Summer Walker,50,2019,Summer,0.611,0.251,7,-8.286,0,0.0843,0.703,0.0,0.106,0.056,89.696,4
3cE5ltZFHmBpiS77itKaOM,Summertime,Kenny Chesney,66,2005,Summer,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986,4
7uYroF9RRrhRJBrigRvB6H,Summer Girls,LFO,58,1999,Summer,0.814,0.808,7,-5.034,1,0.155,0.161,0.0,0.0616,0.738,99.816,4
0csmcZqM3uTKfjxehw0Lw2,Over It,Summer Walker,51,2019,Summer,0.63,0.437,4,-8.113,0,0.125,0.231,0.0,0.0885,0.455,131.996,4
6fVCBBlHif6zfqXAEHKJy8,Summer Nights,Lil Rob,58,2005,Summer,0.472,0.672,10,-4.997,0,0.212,0.358,0.0,0.108,0.392,81.813,4
0LqCvXVNvcnkq78sCQsoO0,summer,keshi,54,2019,Summer,0.717,0.453,8,-9.394,1,0.0532,0.144,0.0,0.12,0.483,85.005,4
7eOuUmpnHBlg5zsm8Cs7c3,Summertime's Close,Zach Bryan,68,2023,Summer,0.469,0.208,0,-9.022,1,0.0448,0.607,1.72e-06,0.127,0.215,81.098,4
43IMaycr34ZR5kS8mlL5hH,Just Might (with PARTYNEXTDOOR),Summer Walker,65,2019,Summer,0.69,0.377,7,-7.907,1,0.0793,0.672,1.06e-06,0.106,0.18,104.924,4
5KZVbtDMFcurkynWsncKtr,Summertime,FLO,55,2022,Summer,0.539,0.605,0,-6.779,0,0.18,0.0268,7.71e-06,0.0329,0.856,96.715,4
3hV8Gvijx6cVv339o3uCSK,Summertime Blues,Alan Jackson,56,2007,Summer,0.395,0.862,7,-6.837,1,0.0426,0.374,3.29e-05,0.209,0.964,80.716,4
